task_id,changed,anchor_sha256,candidate_sha256,candidate_bytes
task031,False,827e7229dd650485407f1ae7c8a511d8abc13716486a76f29cabbe46f1b02945,827e7229dd650485407f1ae7c8a511d8abc13716486a76f29cabbe46f1b02945,3417
task032,False,64d66eeaba95588367af53102ecf4fb2ceb4c93327b677f80f1a9591b342f6a5,64d66eeaba95588367af53102ecf4fb2ceb4c93327b677f80f1a9591b342f6a5,2347
task033,False,60ab4cceeab38a8952d0157e862ec2f374a51c7d70c00bdecdf9833a703455b5,60ab4cceeab38a8952d0157e862ec2f374a51c7d70c00bdecdf9833a703455b5,1510
task034,False,7400b12dcb940f16d35589b5657e932c80b9aa92e8aed8c1f41a38cdff070b08,7400b12dcb940f16d35589b5657e932c80b9aa92e8aed8c1f41a38cdff070b08,11293
task035,False,15a9c474e70c83253daaa3ff80387d3b29feadebd4ec8018b87fc277cf69f62a,15a9c474e70c83253daaa3ff80387d3b29feadebd4ec8018b87fc277cf69f62a,3707
task036,False,d7094831039c82b0ccba7ebaa49bf55b3bcdb390b5a794a0b83217daef0c9231,d7094831039c82b0ccba7ebaa49bf55b3bcdb390b5a794a0b83217daef0c9231,5484
task037,False,e19669c0dec2c6b73986d1bd07ec5c19bb0bc452edb6cf3d006f85657ae46d12,e19669c0dec2c6b73986d1bd07ec5c19bb0bc452edb6cf3d006f85657ae46d12,20424
task038,False,a83d43302a9ef7e5b284cc1e38fc4ce8deedb152481de569220ea69b94855018,a83d43302a9ef7e5b284cc1e38fc4ce8deedb152481de569220ea69b94855018,2357
task039,False,4e9c2db4798edb627e65601fb59b0b194a91b536746f1a97fab3a7317054d3be,4e9c2db4798edb627e65601fb59b0b194a91b536746f1a97fab3a7317054d3be,1913
task040,False,f75c35724647ee41a691e8449bf8b38434ce9912519b1b33845a1eeb08cebff5,f75c35724647ee41a691e8449bf8b38434ce9912519b1b33845a1eeb08cebff5,4167
task041,False,2ae5ccde56d9118ad549ef2a4383dfc5a74e4b8fcbbd3b3dc4d09c92209444a6,2ae5ccde56d9118ad549ef2a4383dfc5a74e4b8fcbbd3b3dc4d09c92209444a6,2110
task042,False,ef03e8f8fc1c3d00a4fb8e89f1dc70bc68cf2c46e4d75b1cf83777750aacf344,ef03e8f8fc1c3d00a4fb8e89f1dc70bc68cf2c46e4d75b1cf83777750aacf344,8543
task043,False,16b05e98645b4d8da6cf555ed59cb2165317fe07248f91dd11f6747c0b38c22b,16b05e98645b4d8da6cf555ed59cb2165317fe07248f91dd11f6747c0b38c22b,1966
task044,False,69911a7f65f60c706b526a2866022a0d790308d2228f38db8db339687f5ec060,69911a7f65f60c706b526a2866022a0d790308d2228f38db8db339687f5ec060,33172
task045,False,0c34816a463730d6403766497323fdce1fb6a7be67eeb158470819ca76faf13a,0c34816a463730d6403766497323fdce1fb6a7be67eeb158470819ca76faf13a,980
task046,False,776e40c71ae05f511e59e234f5f52931c7f966c95b139fed312451a249a5f138,776e40c71ae05f511e59e234f5f52931c7f966c95b139fed312451a249a5f138,5299
task047,False,51caa99fe3ce9cb3e122d3a78119ede0e5beb0d8940d7959bece25bbe098d26a,51caa99fe3ce9cb3e122d3a78119ede0e5beb0d8940d7959bece25bbe098d26a,3091
task048,False,5acf8ce760fa9bf51285e7e58505b654e9443d4a70ff885dbf5ecb5fcf8e2723,5acf8ce760fa9bf51285e7e58505b654e9443d4a70ff885dbf5ecb5fcf8e2723,5917
task049,False,d742f5db9437894536afe2db2b87d8b3899117c92daf69927ab3854301d03698,d742f5db9437894536afe2db2b87d8b3899117c92daf69927ab3854301d03698,3516
task050,False,a43a64896f788cffb0e83ee188a7680ae80f27578b1bb607a36e32c9a39258ab,a43a64896f788cffb0e83ee188a7680ae80f27578b1bb607a36e32c9a39258ab,2006
task051,False,b4e5ecaa156709adf438d5b25e6b077b7392df042f42a51ba7afbccc484d665b,b4e5ecaa156709adf438d5b25e6b077b7392df042f42a51ba7afbccc484d665b,3352
task052,False,195c01dfdaae84b9a7a585295b8d44c1c3741ab522a7e9d472753ad121d8014d,195c01dfdaae84b9a7a585295b8d44c1c3741ab522a7e9d472753ad121d8014d,986
task053,False,11d2a84ba10862f37e4dae8a206314fd4226f70b6f751eed23e52ba32ebde353,11d2a84ba10862f37e4dae8a206314fd4226f70b6f751eed23e52ba32ebde353,175
task054,False,da0ea9c4a4e7de7d20e8867f669de546f57874c7e6fa83c850aad07683855ecc,da0ea9c4a4e7de7d20e8867f669de546f57874c7e6fa83c850aad07683855ecc,5551
task055,False,92d4ce9193151139ddee430dfbe552e5a2aa41d1172f6842569d1e37ca664ded,92d4ce9193151139ddee430dfbe552e5a2aa41d1172f6842569d1e37ca664ded,13497
task056,False,9d687659145a785dd2d111cccd06fc2b802bcaaae0c2926b7d39a51406e1254b,9d687659145a785dd2d111cccd06fc2b802bcaaae0c2926b7d39a51406e1254b,815
task057,False,c1e43aa7b8f024cb83ec8144fb50cf67b6ffe8126f4e6abf15f467ecf685b4ba,c1e43aa7b8f024cb83ec8144fb50cf67b6ffe8126f4e6abf15f467ecf685b4ba,1616
task058,False,71e240c72fa17283e6d2dc3cae811ceadda7ba3053e33951bd50565b4eaf652a,71e240c72fa17283e6d2dc3cae811ceadda7ba3053e33951bd50565b4eaf652a,14194
task059,False,75ad1518669f36600bb72e0eeb074051895d744f7075f6835c090dcbb2a58abe,75ad1518669f36600bb72e0eeb074051895d744f7075f6835c090dcbb2a58abe,7062
task060,False,03687375b7e8938e4f841fe856da30c83884468ff07c648d7021c6b6748784bd,03687375b7e8938e4f841fe856da30c83884468ff07c648d7021c6b6748784bd,2458
task061,False,27289ea0d11a669fe413e1b05826321af3d079ce8a5555fa2610a93704612c2e,27289ea0d11a669fe413e1b05826321af3d079ce8a5555fa2610a93704612c2e,17030
task062,False,0a2e640c0671d137a38ff13794cbaaf44ed872742a534c52771f99d309757432,0a2e640c0671d137a38ff13794cbaaf44ed872742a534c52771f99d309757432,14479
task063,False,5c8811b2da8473750953376c6dbdd913b50bc29b96f9a16a09cf201df9a483ce,5c8811b2da8473750953376c6dbdd913b50bc29b96f9a16a09cf201df9a483ce,3709
task064,False,e218f014e0f41fbf58f0a21d6c18ab365d24b6b93f7c8bb533378039b355a02c,e218f014e0f41fbf58f0a21d6c18ab365d24b6b93f7c8bb533378039b355a02c,7151
task065,False,20a34c340dafab9e113c9435aa2036b82f55ef3cf24371b953d1bddfaa37badd,20a34c340dafab9e113c9435aa2036b82f55ef3cf24371b953d1bddfaa37badd,2777
task066,False,31accf9a8946823310fd6e9bf3a65c1cf003db4ea34ddf29373897a880913106,31accf9a8946823310fd6e9bf3a65c1cf003db4ea34ddf29373897a880913106,16477
task067,False,e823d84640b258f8322dde914f6bd992553a53aadd84d4685cd18da5f1be35e9,e823d84640b258f8322dde914f6bd992553a53aadd84d4685cd18da5f1be35e9,892
task068,False,e490818d91a162474f9a9ed4c4d7a03517788fb18760e2fe6ca209f592660a82,e490818d91a162474f9a9ed4c4d7a03517788fb18760e2fe6ca209f592660a82,1602
task069,False,d2518099f15584b46e7c6dc8aa9d4faa97b7ffeba7215c32b117fc0ea627ee57,d2518099f15584b46e7c6dc8aa9d4faa97b7ffeba7215c32b117fc0ea627ee57,30645
task070,False,c09e95105072fd97b2106ecebc5fdb42c86bd41e9994b310781aa321351ec9d5,c09e95105072fd97b2106ecebc5fdb42c86bd41e9994b310781aa321351ec9d5,11844
task071,False,2d696d39af281a3a0ca1582e413672e8ef38ef9f06d584f19844a45a6e2aa4a2,2d696d39af281a3a0ca1582e413672e8ef38ef9f06d584f19844a45a6e2aa4a2,12082
task072,False,ce9138206dc060641e07a1ee45e8b332b0e4bcdfe0a06d625d8668c10d6d33e5,ce9138206dc060641e07a1ee45e8b332b0e4bcdfe0a06d625d8668c10d6d33e5,1289
task073,False,c974fda7fe3001de4bd2200b9065826ac44cf359fcb1949954b82f28411b5b63,c974fda7fe3001de4bd2200b9065826ac44cf359fcb1949954b82f28411b5b63,3825
task074,False,8194b1eba8a395566d686766b74869219cdfdaec5105dbad5f36b6ef32435be8,8194b1eba8a395566d686766b74869219cdfdaec5105dbad5f36b6ef32435be8,1824
task075,False,211a2ab0ea4cb67b9b8714d411d361e7eab6ec1192f0f74155bd9bd9c043c7d1,211a2ab0ea4cb67b9b8714d411d361e7eab6ec1192f0f74155bd9bd9c043c7d1,6812
task076,False,63132ce9ac3c4904da87f822604736200f9856d1d34a70de700839ab1b62b8a7,63132ce9ac3c4904da87f822604736200f9856d1d34a70de700839ab1b62b8a7,39081
task077,False,fa41c22ac1add176bba7faac5d7d87bc94cc66db2bb70ed54e346f9de4d34613,fa41c22ac1add176bba7faac5d7d87bc94cc66db2bb70ed54e346f9de4d34613,6842
task078,False,c33e2e8bb8525ee7c4bfa0aca9ec69955cdd9a97837985fb38efdb309903089a,c33e2e8bb8525ee7c4bfa0aca9ec69955cdd9a97837985fb38efdb309903089a,1974
task079,False,4a4f6c8381af1ed692a1d279af1ebacd591befb7b825933520d08519653c1d13,4a4f6c8381af1ed692a1d279af1ebacd591befb7b825933520d08519653c1d13,2695
task080,False,81bd164e08ba2dde915541b651845b90e52868ce3aad2444210c9895beb20513,81bd164e08ba2dde915541b651845b90e52868ce3aad2444210c9895beb20513,10205
task081,False,118dc8373587509f07d12aec64778af91edff7253f80e273a30e5863c7b8c91b,118dc8373587509f07d12aec64778af91edff7253f80e273a30e5863c7b8c91b,3749
task082,False,5f994c35d189c6fc8c7c8733202150cd5bd5bb9aa686ef9497ce5a384641de47,5f994c35d189c6fc8c7c8733202150cd5bd5bb9aa686ef9497ce5a384641de47,1645
task083,False,3526144719574eafa02b2d1fa33a4be836ec96c267520ddd982697e447b8bc98,3526144719574eafa02b2d1fa33a4be836ec96c267520ddd982697e447b8bc98,7454
task084,False,5bd28bac4f427d16b03dfcb9d4ae68237ccb4bb720b534e0e14b2768658ee6a0,5bd28bac4f427d16b03dfcb9d4ae68237ccb4bb720b534e0e14b2768658ee6a0,2820
task085,False,0cf2b40dcd4fe9bb85de2e251fdca74496734e7c804425012cb1c1110d27505c,0cf2b40dcd4fe9bb85de2e251fdca74496734e7c804425012cb1c1110d27505c,2547
task086,False,fb8e2c6895c9222d8bc4c7bef5d953312ac8807d49bf81aae502dff77d8f755a,fb8e2c6895c9222d8bc4c7bef5d953312ac8807d49bf81aae502dff77d8f755a,4384
task087,False,fd8bb9f6e85cbfcd68c2edb1cfd2b2968f4ef9066816b2763110e0086381148b,fd8bb9f6e85cbfcd68c2edb1cfd2b2968f4ef9066816b2763110e0086381148b,394
task088,False,9e7ea13b994ebe4fc0cc8c2f4bfd462d7dea74b364500cdd005ee3c8f75db494,9e7ea13b994ebe4fc0cc8c2f4bfd462d7dea74b364500cdd005ee3c8f75db494,4099
task089,False,0a479a40d999937f174a12134d5f78bb97ea8a6c108f09e8f44398fe6cbbcd40,0a479a40d999937f174a12134d5f78bb97ea8a6c108f09e8f44398fe6cbbcd40,17792
task090,False,8032717a5846db3d60ae06a4fa0ff8af92327fd6b6102d39eff9ae246e44816a,8032717a5846db3d60ae06a4fa0ff8af92327fd6b6102d39eff9ae246e44816a,19660
task091,False,54b4f81da947fe9e1062238aea5766f1b3401479292e90556a2fac1107b7a72c,54b4f81da947fe9e1062238aea5766f1b3401479292e90556a2fac1107b7a72c,4393
task092,False,26299d64ff6a17026b5d94fcee9328bf2a4d847a363b48e2a87ccbe1a5460af7,26299d64ff6a17026b5d94fcee9328bf2a4d847a363b48e2a87ccbe1a5460af7,2246
task093,False,cd70e073d1fdbf93b6402aa5356e8c8f09529cd3e6048fc5501c4e44bda9d3e5,cd70e073d1fdbf93b6402aa5356e8c8f09529cd3e6048fc5501c4e44bda9d3e5,6234
task094,False,9877a08be2f356fe67653342ee102820efd26cbf7f80ad6490bd10011209d2ed,9877a08be2f356fe67653342ee102820efd26cbf7f80ad6490bd10011209d2ed,2950
task095,False,eca4d38cd8606a930a722084789b856626fff5d4938c02546296c7f3cca109cf,eca4d38cd8606a930a722084789b856626fff5d4938c02546296c7f3cca109cf,3950
task096,False,0db963e4b755d59c748d2ac445f86e93ef53be44095c260d033506a05356aefd,0db963e4b755d59c748d2ac445f86e93ef53be44095c260d033506a05356aefd,58448
task097,False,7f6ecd5dfcdf09370d46812f345ea9d0b6eccb18d017665e039876a6d408bb15,7f6ecd5dfcdf09370d46812f345ea9d0b6eccb18d017665e039876a6d408bb15,880
task098,False,8fff41bf99869a80261fa1ec8461431ffa90e7a616d10c1582642af88b241cde,8fff41bf99869a80261fa1ec8461431ffa90e7a616d10c1582642af88b241cde,3836
task099,False,1e320d88cf0eac19c3c20b9c005a4be28ac50d4bf0a39015404f9deb22a0c31e,1e320d88cf0eac19c3c20b9c005a4be28ac50d4bf0a39015404f9deb22a0c31e,19839
task100,False,dceade053a44b3cc0ee481a2b109060da44f7e12dc34d583c301f1c9d6f84691,dceade053a44b3cc0ee481a2b109060da44f7e12dc34d583c301f1c9d6f84691,4954
task101,False,edd7e165314a501462e02577d29022d3eb27078c4eb090009d5f19a5f0c2fbf1,edd7e165314a501462e02577d29022d3eb27078c4eb090009d5f19a5f0c2fbf1,19538
task102,False,96828587e72bb4a7f3af9bce80fa95d9431a6740d99b3f93d32e3c48096cea60,96828587e72bb4a7f3af9bce80fa95d9431a6740d99b3f93d32e3c48096cea60,6500
task103,False,37d93e069d7366fbcaa2584714c04a526bf7b20320872fba5337873dec396be6,37d93e069d7366fbcaa2584714c04a526bf7b20320872fba5337873dec396be6,1281
task104,False,2a9e28757c576c2248ca53c517bd98d43633ab65ecfa9542bebc9fc050ad2b0a,2a9e28757c576c2248ca53c517bd98d43633ab65ecfa9542bebc9fc050ad2b0a,3505
task105,False,c98b3f63a51b63155aeb92f922cbf3f241f84285f5f1705a033e4773d25b47ea,c98b3f63a51b63155aeb92f922cbf3f241f84285f5f1705a033e4773d25b47ea,8053
task106,False,9b54191da37371effdb80aaca05a4cddbabc19d25cbc1ebceae1d85a897c6698,9b54191da37371effdb80aaca05a4cddbabc19d25cbc1ebceae1d85a897c6698,2939
task107,False,b14df708a1620b804424d2ad11a6012e77c9895355e84c3f999e7c37360e23bc,b14df708a1620b804424d2ad11a6012e77c9895355e84c3f999e7c37360e23bc,31694
task108,False,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,7454
task109,False,50f59476b82aab408a185f6eb46840b60af89b6a253f2d3dc2821134a2a87312,50f59476b82aab408a185f6eb46840b60af89b6a253f2d3dc2821134a2a87312,5118
task110,False,5826edebd89e83d2f5648e6add0bb611257ef4522e5edec508f5a695317cf9ce,5826edebd89e83d2f5648e6add0bb611257ef4522e5edec508f5a695317cf9ce,20445
task111,False,c01911e7f5493ba19bcc496b439eb2106bd44f79305daefd94e102a96691a8ca,c01911e7f5493ba19bcc496b439eb2106bd44f79305daefd94e102a96691a8ca,1499
task112,False,c9d107e03bcc1559d05367b27fca4117a92b4a4e65d2103d0e57fd16eebe58ca,c9d107e03bcc1559d05367b27fca4117a92b4a4e65d2103d0e57fd16eebe58ca,3987
task113,False,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,499
task114,False,c2cbf9901ae01c5a3d08523cee4ee972df514feff30716b7d17de2faff98704f,c2cbf9901ae01c5a3d08523cee4ee972df514feff30716b7d17de2faff98704f,4699
task115,False,31000be51fa693d43fec7d0ab26ab9209ccae70089192d2d90c6d557322e6518,31000be51fa693d43fec7d0ab26ab9209ccae70089192d2d90c6d557322e6518,5064
task116,False,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,479
task117,False,88a01326ab47e7bbfa96c1394b53a0660f0bcbfd5683275af750af762edb25d5,88a01326ab47e7bbfa96c1394b53a0660f0bcbfd5683275af750af762edb25d5,10250
task118,False,d7c43f5837168a847b0a42f775fe0187c49dc231b222c1fc1918900906b429f6,d7c43f5837168a847b0a42f775fe0187c49dc231b222c1fc1918900906b429f6,6545
task119,False,07ddefaae6173ac59e2d58892773e2f6363645aa9845b7b8ea9e13e54e6e3283,07ddefaae6173ac59e2d58892773e2f6363645aa9845b7b8ea9e13e54e6e3283,8400
task120,False,13dafeb021b56dac928f38d32b4a0b841fcf481296ab752c9ac203fa425e1acc,13dafeb021b56dac928f38d32b4a0b841fcf481296ab752c9ac203fa425e1acc,3836
task121,False,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,3339
task122,False,d932a3ac54fb54cc09d9cdbaab21ba4e9165ed9a6a8e01b9e0c49fb972269b75,d932a3ac54fb54cc09d9cdbaab21ba4e9165ed9a6a8e01b9e0c49fb972269b75,10236
task123,False,984533b7a16d9c9d396feb3804602dd6044b4573d05d14964f3f23d179764af2,984533b7a16d9c9d396feb3804602dd6044b4573d05d14964f3f23d179764af2,8805
task124,False,25adeb7f2d7dd711adf8af305ce943ada2ad39c8f0f5e699e9ff722f2f4a60ad,25adeb7f2d7dd711adf8af305ce943ada2ad39c8f0f5e699e9ff722f2f4a60ad,5397
task125,False,20f2c3e90cfb5afe5ac7e795a1cf906ce67453cb55deb5cbcc51275aea5fc7e8,20f2c3e90cfb5afe5ac7e795a1cf906ce67453cb55deb5cbcc51275aea5fc7e8,3032
task126,False,b86dafbc68af0e5b698f0241dd534874e44ffd9dfca8bac7b89280a3534f3824,b86dafbc68af0e5b698f0241dd534874e44ffd9dfca8bac7b89280a3534f3824,2765
task127,False,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,3772
task128,False,e90291b991162b11c36cfb051b10d6d38bc3b52b8333650e162fc6e0d59d0bdb,e90291b991162b11c36cfb051b10d6d38bc3b52b8333650e162fc6e0d59d0bdb,3217
task129,False,cb3d815a7dac0fa6cbceaf9fac975e8d8bf1ae6af4987a5c11478325fb8b6a6f,cb3d815a7dac0fa6cbceaf9fac975e8d8bf1ae6af4987a5c11478325fb8b6a6f,1048
task130,False,129e8e94901df68286dc85134b4be5ba1daa1437df26f1eb430b9272e7f77471,129e8e94901df68286dc85134b4be5ba1daa1437df26f1eb430b9272e7f77471,1293
task131,False,aef2df6731cdd0168ed41a7637a2b939bb42ff5efe498e6732b1bc4fa4aa2d64,aef2df6731cdd0168ed41a7637a2b939bb42ff5efe498e6732b1bc4fa4aa2d64,7860
task132,False,02558813adda79590927fa1e3d0be80af0e44475a6abbd69beb0d87da57bfdbb,02558813adda79590927fa1e3d0be80af0e44475a6abbd69beb0d87da57bfdbb,2585
task133,False,5687c680c3dc47595c1351df2320ec8fd8330dbc41cf1ef38c4547d11c2ee2f4,5687c680c3dc47595c1351df2320ec8fd8330dbc41cf1ef38c4547d11c2ee2f4,9860
task134,False,ebac6df9c67e6a5994d4bba6812140b061485cbcecda2d2573a8d88fc9e1ac49,ebac6df9c67e6a5994d4bba6812140b061485cbcecda2d2573a8d88fc9e1ac49,7045
task135,False,a6eca6896b1dbbcd1bf944fb6c9538e2c5fc2cf15786dac3b683be3574fcd543,a6eca6896b1dbbcd1bf944fb6c9538e2c5fc2cf15786dac3b683be3574fcd543,251
task136,False,54b79d7f792cfe272130aa8daf7784f6ff46db39d5419da2bf1152175cc472fe,54b79d7f792cfe272130aa8daf7784f6ff46db39d5419da2bf1152175cc472fe,2845
task137,False,7b50205804b2162040e107d11052d9190932c44a4cfc55aeb4c026422b7af614,7b50205804b2162040e107d11052d9190932c44a4cfc55aeb4c026422b7af614,3852
task138,False,d41783902b80dcafd023e814a2d1f58d8ed9621bbe8ebb8350ddabf4165b9e41,d41783902b80dcafd023e814a2d1f58d8ed9621bbe8ebb8350ddabf4165b9e41,5486
task139,False,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,3865
task140,False,35298d837506c049f25a80c79e44804bf5b76de02a18f7c2e3bf35a0e4b535c9,35298d837506c049f25a80c79e44804bf5b76de02a18f7c2e3bf35a0e4b535c9,394
task141,False,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,2345
task142,False,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,7454
task143,False,545186fc1e5605ade4d666e87702a09678e9c34c1449945e1a0fdef567cea868,545186fc1e5605ade4d666e87702a09678e9c34c1449945e1a0fdef567cea868,2144
task144,False,b55327205234c314de5422af01465b272d0fda8997a76892038d3f26919b43d5,b55327205234c314de5422af01465b272d0fda8997a76892038d3f26919b43d5,1320
task145,False,22681d1e38fd9b4a50619a4900134ac568081a0007d313598a2d4a001a12a65b,22681d1e38fd9b4a50619a4900134ac568081a0007d313598a2d4a001a12a65b,31434
task146,False,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,1894
task147,False,e65dc2d49c2dd32775575699e73cb1ad0aca1fcca0a87fcec26127b52f631670,e65dc2d49c2dd32775575699e73cb1ad0aca1fcca0a87fcec26127b52f631670,3825
task148,False,977766efe15f7fabde643b68e24ea47cc5d9069210a295f8ba0c7ab3a2f5b9de,977766efe15f7fabde643b68e24ea47cc5d9069210a295f8ba0c7ab3a2f5b9de,6750
task149,False,4fcd7d68a4fb325e61eaf1b2691b422cd3c970479662b6ff95bd8168c5defd7f,4fcd7d68a4fb325e61eaf1b2691b422cd3c970479662b6ff95bd8168c5defd7f,1001
