source,task_id,pass,total,score,cost,anchor_score,anchor_cost,delta,error,path
biohack44_superior,26,268,268,18.39605617539953,738,18.415208607614282,724,-0.019152432214752935,,submissions/biohack44_superior_onnx/task026.onnx
biohack44_superior,27,265,265,14.486991470971319,36791,14.486991470971319,36791,0.0,,submissions/biohack44_superior_onnx/task027.onnx
biohack44_superior,28,265,265,15.896131872534333,8990,15.896131872534333,8990,0.0,,submissions/biohack44_superior_onnx/task028.onnx
biohack44_superior,29,266,266,13.516328283804857,97117,13.516328283804857,97117,0.0,,submissions/biohack44_superior_onnx/task029.onnx
biohack44_superior,30,266,266,14.270430927480199,45687,15.77240927461729,10174,-1.5019783471370918,,submissions/biohack44_superior_onnx/task030.onnx
biohack44_superior,31,266,266,15.168223295017873,18616,15.168223295017873,18616,0.0,,submissions/biohack44_superior_onnx/task031.onnx
biohack44_superior,32,266,266,16.86699978141639,3405,16.86699978141639,3405,0.0,,submissions/biohack44_superior_onnx/task032.onnx
biohack44_superior,33,265,265,14.081988539178049,55161,14.081988539178049,55161,0.0,,submissions/biohack44_superior_onnx/task033.onnx
biohack44_superior,34,267,267,13.425828929592994,106316,13.421324248376678,106796,0.0045046812163160865,,submissions/biohack44_superior_onnx/task034.onnx
biohack44_superior,35,266,266,15.36028269986934,15363,15.36028269986934,15363,0.0,,submissions/biohack44_superior_onnx/task035.onnx
biohack44_superior,36,265,265,13.71033059267258,79991,13.710918331458375,79944,-0.0005877387857946559,,submissions/biohack44_superior_onnx/task036.onnx
biohack44_superior,37,266,266,13.937652078450405,63726,13.937652078450405,63726,0.0,,submissions/biohack44_superior_onnx/task037.onnx
biohack44_superior,38,266,266,17.306974251582112,2193,17.306974251582112,2193,0.0,,submissions/biohack44_superior_onnx/task038.onnx
biohack44_superior,39,264,264,16.04171718950267,7772,16.04171718950267,7772,0.0,,submissions/biohack44_superior_onnx/task039.onnx
biohack44_superior,40,266,266,16.02944082049105,7868,16.02944082049105,7868,0.0,,submissions/biohack44_superior_onnx/task040.onnx
biohack44_superior,41,266,266,15.626775765122337,11769,15.626775765122337,11769,0.0,,submissions/biohack44_superior_onnx/task041.onnx
biohack44_superior,42,266,266,15.940366245448521,8601,15.950063149516842,8518,-0.009696904068320578,,submissions/biohack44_superior_onnx/task042.onnx
biohack44_superior,43,266,266,16.129477454896126,7119,16.129477454896126,7119,0.0,,submissions/biohack44_superior_onnx/task043.onnx
biohack44_superior,44,266,266,14.251782166202938,46547,14.30926035860212,43947,-0.057478192399182504,,submissions/biohack44_superior_onnx/task044.onnx
biohack44_superior,45,265,265,16.0404313464555,7782,16.0873920363291,7425,-0.04696068987360036,,submissions/biohack44_superior_onnx/task045.onnx
biohack44_superior,46,267,267,14.58291068075113,33426,14.58291068075113,33426,0.0,,submissions/biohack44_superior_onnx/task046.onnx
biohack44_superior,47,265,265,16.985664262700574,3024,16.985664262700574,3024,0.0,,submissions/biohack44_superior_onnx/task047.onnx
biohack44_superior,48,270,270,16.367872270491663,5609,16.36858566449374,5605,-0.000713394002076484,,submissions/biohack44_superior_onnx/task048.onnx
biohack44_superior,49,268,268,14.674878758194124,30489,14.674878758194124,30489,0.0,,submissions/biohack44_superior_onnx/task049.onnx
biohack44_superior,50,271,271,15.843587970049374,9475,15.843587970049374,9475,0.0,,submissions/biohack44_superior_onnx/task050.onnx
biohack44_superior,51,265,265,13.866331106969804,68437,13.866448009633856,68429,-0.00011690266405217642,,submissions/biohack44_superior_onnx/task051.onnx
biohack44_superior,52,267,267,17.886857891292912,1228,17.886857891292912,1228,0.0,,submissions/biohack44_superior_onnx/task052.onnx
biohack44_superior,53,60,60,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task053.onnx
biohack44_superior,54,266,266,12.943890149076013,172148,13.07796275080141,150548,-0.13407260172539637,,submissions/biohack44_superior_onnx/task054.onnx
biohack44_superior,55,0,265,0.0,,14.815477417733884,26490,-14.815477417733884,"Traceback (most recent call last): |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 286, in score_onnx |     output = session.run([""output""], {""input"": encode_grid(example[""input""])})[0] |                                                ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^ |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 57, in encode_grid |     out[0, color, row, col] = 1.0 |     ~~~^^^^^^^^^^^^^^^^^^^^ | IndexError: index 30 is out of bounds for axis 2 with size 30",submissions/biohack44_superior_onnx/task055.onnx
biohack44_superior,56,46,46,18.672063216270807,560,19.638707834290575,213,-0.9666446180197674,,submissions/biohack44_superior_onnx/task056.onnx
biohack44_superior,57,265,265,14.470333403835719,37409,14.71452069554135,29304,-0.24418729170563047,,submissions/biohack44_superior_onnx/task057.onnx
biohack44_superior,58,22,22,15.313114938234701,16105,15.314295392535985,16086,-0.0011804543012843283,,submissions/biohack44_superior_onnx/task058.onnx
biohack44_superior,59,266,266,15.077347278202861,20387,15.076170749805957,20411,0.0011765283969040752,,submissions/biohack44_superior_onnx/task059.onnx
biohack44_superior,60,265,265,16.372876749211567,5581,16.372876749211567,5581,0.0,,submissions/biohack44_superior_onnx/task060.onnx
biohack44_superior,61,267,267,15.152342332424542,18914,15.152342332424542,18914,0.0,,submissions/biohack44_superior_onnx/task061.onnx
biohack44_superior,62,267,267,14.670950637656585,30609,14.670950637656585,30609,0.0,,submissions/biohack44_superior_onnx/task062.onnx
biohack44_superior,63,266,266,14.666940264012474,30732,14.666940264012474,30732,0.0,,submissions/biohack44_superior_onnx/task063.onnx
biohack44_superior,64,267,267,13.354705067178468,114153,13.354705067178468,114153,0.0,,submissions/biohack44_superior_onnx/task064.onnx
biohack44_superior,65,266,266,14.533787213157124,35109,14.543691118245864,34763,-0.009903905088739506,,submissions/biohack44_superior_onnx/task065.onnx
biohack44_superior,66,266,266,12.758048758434928,207306,13.489738079116012,99734,-0.7316893206810846,,submissions/biohack44_superior_onnx/task066.onnx
biohack44_superior,67,266,266,19.247427361174367,315,19.247427361174367,315,0.0,,submissions/biohack44_superior_onnx/task067.onnx
biohack44_superior,68,266,266,15.55942130423374,12589,15.55942130423374,12589,0.0,,submissions/biohack44_superior_onnx/task068.onnx
biohack44_superior,69,264,264,13.647595461864874,85170,13.667997070910019,83450,-0.020401609045144653,,submissions/biohack44_superior_onnx/task069.onnx
biohack44_superior,70,266,266,13.90050125280863,66138,13.90050125280863,66138,0.0,,submissions/biohack44_superior_onnx/task070.onnx
biohack44_superior,71,265,265,13.22640401182484,129780,13.22640401182484,129780,0.0,,submissions/biohack44_superior_onnx/task071.onnx
biohack44_superior,72,268,268,17.801068759311825,1338,17.8229812340901,1309,-0.021912474778275737,,submissions/biohack44_superior_onnx/task072.onnx
biohack44_superior,73,15,15,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task073.onnx
biohack44_superior,74,267,267,15.009188619292196,21825,15.009188619292196,21825,0.0,,submissions/biohack44_superior_onnx/task074.onnx
biohack44_superior,75,265,265,14.742796878157792,28487,14.742796878157792,28487,0.0,,submissions/biohack44_superior_onnx/task075.onnx
biohack44_superior,76,266,266,12.128894195350027,388911,12.303529973656687,326593,-0.17463577830666033,,submissions/biohack44_superior_onnx/task076.onnx
biohack44_superior,77,266,266,13.030200472556263,157913,13.032857358715912,157494,-0.0026568861596487636,,submissions/biohack44_superior_onnx/task077.onnx
biohack44_superior,78,266,266,15.65024557224114,11496,15.65024557224114,11496,0.0,,submissions/biohack44_superior_onnx/task078.onnx
biohack44_superior,79,266,266,15.029648507210364,21383,15.029648507210364,21383,0.0,,submissions/biohack44_superior_onnx/task079.onnx
biohack44_superior,80,0,266,0.0,,14.353266435603462,42055,-14.353266435603462,"Traceback (most recent call last): |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 286, in score_onnx |     output = session.run([""output""], {""input"": encode_grid(example[""input""])})[0] |                                                ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^ |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 57, in encode_grid |     out[0, color, row, col] = 1.0 |     ~~~^^^^^^^^^^^^^^^^^^^^ | IndexError: index 30 is out of bounds for axis 3 with size 30",submissions/biohack44_superior_onnx/task080.onnx
biohack44_superior,81,264,264,17.256296741826247,2307,17.256296741826247,2307,0.0,,submissions/biohack44_superior_onnx/task081.onnx
biohack44_superior,82,265,265,14.936138316402742,23479,14.936138316402742,23479,0.0,,submissions/biohack44_superior_onnx/task082.onnx
biohack44_superior,83,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task083.onnx
biohack44_superior,84,175,175,15.121163810905001,19513,15.121163810905001,19513,0.0,,submissions/biohack44_superior_onnx/task084.onnx
biohack44_superior,85,265,265,13.36328292042622,113178,13.36328292042622,113178,0.0,,submissions/biohack44_superior_onnx/task085.onnx
biohack44_superior,86,266,266,14.83966336368449,25857,14.88523906872015,24705,-0.04557570503565955,,submissions/biohack44_superior_onnx/task086.onnx
biohack44_superior,87,266,266,19.070410856610106,376,19.09191706183107,368,-0.02150620522096247,,submissions/biohack44_superior_onnx/task087.onnx
biohack44_superior,88,267,267,13.468468702037654,101878,13.80499590787612,72766,-0.3365272058384665,,submissions/biohack44_superior_onnx/task088.onnx
biohack44_superior,89,267,267,14.186179427563964,49703,14.179382068192274,50042,0.006797359371690348,,submissions/biohack44_superior_onnx/task089.onnx
biohack44_superior,90,267,267,13.94350667496543,63354,13.94350667496543,63354,0.0,,submissions/biohack44_superior_onnx/task090.onnx
biohack44_superior,91,266,266,14.150760005440098,51495,14.151323325547068,51466,-0.0005633201069699112,,submissions/biohack44_superior_onnx/task091.onnx
biohack44_superior,92,265,265,13.071487493631263,151526,14.473546344027687,37289,-1.4020588503964238,,submissions/biohack44_superior_onnx/task092.onnx
biohack44_superior,93,265,265,15.354118052333183,15458,15.354118052333183,15458,0.0,,submissions/biohack44_superior_onnx/task093.onnx
biohack44_superior,94,265,265,15.745355702467293,10453,15.745355702467293,10453,0.0,,submissions/biohack44_superior_onnx/task094.onnx
biohack44_superior,95,265,265,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task095.onnx
biohack44_superior,96,266,266,12.825227121311157,193837,12.873890898610211,184630,-0.0486637772990548,,submissions/biohack44_superior_onnx/task096.onnx
biohack44_superior,97,267,267,13.85348240488441,69322,14.07029165621752,55810,-0.21680925133311035,,submissions/biohack44_superior_onnx/task097.onnx
biohack44_superior,98,266,266,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task098.onnx
biohack44_superior,99,265,265,16.500970779211436,4910,16.500970779211436,4910,0.0,,submissions/biohack44_superior_onnx/task099.onnx
biohack44_superior,100,266,266,16.21491936346016,6536,16.21491936346016,6536,0.0,,submissions/biohack44_superior_onnx/task100.onnx
biohack44_superior,101,266,266,12.166823827190758,374436,12.166837180696787,374431,-1.3353506028934703e-05,,submissions/biohack44_superior_onnx/task101.onnx
biohack44_superior,102,267,267,15.55799250576873,12607,15.55799250576873,12607,0.0,,submissions/biohack44_superior_onnx/task102.onnx
biohack44_superior,103,223,223,19.454822555520437,256,19.758252984940356,189,-0.3034304294199188,,submissions/biohack44_superior_onnx/task103.onnx
biohack44_superior,104,7,7,16.767293990139024,3762,16.788788638206977,3682,-0.021494648067953648,,submissions/biohack44_superior_onnx/task104.onnx
biohack44_superior,105,266,266,16.138082995764783,7058,16.138508135713085,7055,-0.00042513994830173374,,submissions/biohack44_superior_onnx/task105.onnx
biohack44_superior,106,266,266,17.940382371708615,1164,17.940382371708615,1164,0.0,,submissions/biohack44_superior_onnx/task106.onnx
biohack44_superior,107,266,266,13.799992367549814,73131,13.806577566471388,72651,-0.0065851989215737206,,submissions/biohack44_superior_onnx/task107.onnx
biohack44_superior,108,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task108.onnx
biohack44_superior,109,266,266,13.53934725626767,94907,13.542354713857948,94622,-0.0030074575902787615,,submissions/biohack44_superior_onnx/task109.onnx
biohack44_superior,110,266,266,13.399054500239831,109201,13.41143844532834,107857,-0.012383945088508597,,submissions/biohack44_superior_onnx/task110.onnx
biohack44_superior,111,265,265,18.319145321209785,797,18.319145321209785,797,0.0,,submissions/biohack44_superior_onnx/task111.onnx
biohack44_superior,112,266,266,14.010141445218116,59270,14.010141445218116,59270,0.0,,submissions/biohack44_superior_onnx/task112.onnx
biohack44_superior,113,265,265,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task113.onnx
biohack44_superior,114,266,266,17.865906278807135,1254,17.869101169703654,1250,-0.0031948908965198086,,submissions/biohack44_superior_onnx/task114.onnx
biohack44_superior,115,266,266,16.675906238549594,4122,16.67663430556392,4119,-0.0007280670143252621,,submissions/biohack44_superior_onnx/task115.onnx
biohack44_superior,116,267,267,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task116.onnx
biohack44_superior,117,265,265,15.1769635718615,18454,15.219584445053867,17684,-0.042620873192367625,,submissions/biohack44_superior_onnx/task117.onnx
biohack44_superior,118,267,267,13.009146139854565,161273,13.336553290785615,116244,-0.3274071509310499,,submissions/biohack44_superior_onnx/task118.onnx
biohack44_superior,119,266,266,14.224215401275607,47848,15.280435285624801,16640,-1.0562198843491934,,submissions/biohack44_superior_onnx/task119.onnx
biohack44_superior,120,266,266,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task120.onnx
biohack44_superior,121,266,266,16.215837777729526,6530,16.215837777729526,6530,0.0,,submissions/biohack44_superior_onnx/task121.onnx
biohack44_superior,122,266,266,17.17196196787417,2510,17.17196196787417,2510,0.0,,submissions/biohack44_superior_onnx/task122.onnx
biohack44_superior,123,265,265,16.680282613149394,4104,16.680282613149394,4104,0.0,,submissions/biohack44_superior_onnx/task123.onnx
biohack44_superior,124,267,267,15.634966238347337,11673,15.70596206900225,10873,-0.07099583065491366,,submissions/biohack44_superior_onnx/task124.onnx
biohack44_superior,125,265,265,15.495722161409528,13417,15.495722161409528,13417,0.0,,submissions/biohack44_superior_onnx/task125.onnx
biohack44_superior,126,266,266,13.636839844664504,86091,13.636839844664504,86091,0.0,,submissions/biohack44_superior_onnx/task126.onnx
biohack44_superior,127,267,267,18.197605236675688,900,18.197605236675688,900,0.0,,submissions/biohack44_superior_onnx/task127.onnx
biohack44_superior,128,266,266,13.537925821853902,95042,13.538115229744358,95024,-0.00018940789045629458,,submissions/biohack44_superior_onnx/task128.onnx
biohack44_superior,129,265,265,18.306676331730053,807,18.293137663397253,818,0.013538668332799375,,submissions/biohack44_superior_onnx/task129.onnx
biohack44_superior,130,265,265,15.322911291498754,15948,15.322911291498754,15948,0.0,,submissions/biohack44_superior_onnx/task130.onnx
biohack44_superior,131,266,266,14.295632567101045,44550,14.295632567101045,44550,0.0,,submissions/biohack44_superior_onnx/task131.onnx
biohack44_superior,132,267,267,14.709279200950512,29458,14.709279200950512,29458,0.0,,submissions/biohack44_superior_onnx/task132.onnx
biohack44_superior,133,267,267,11.522101528038489,713472,12.810666678474124,196680,-1.2885651504356357,,submissions/biohack44_superior_onnx/task133.onnx
biohack44_superior,134,266,266,15.575516458906906,12388,15.576162453761413,12380,-0.0006459948545067817,,submissions/biohack44_superior_onnx/task134.onnx
biohack44_superior,135,266,266,19.097366666598635,366,19.113895968549844,360,-0.016529301951209163,,submissions/biohack44_superior_onnx/task135.onnx
biohack44_superior,136,266,266,16.5093561438173,4869,16.515950027177016,4837,-0.006593883359716557,,submissions/biohack44_superior_onnx/task136.onnx
biohack44_superior,137,266,266,13.809044440650876,72472,14.031215675327037,58034,-0.22217123467616062,,submissions/biohack44_superior_onnx/task137.onnx
biohack44_superior,138,266,266,12.804765879650821,197844,14.41850428574673,39399,-1.6137384060959086,,submissions/biohack44_superior_onnx/task138.onnx
biohack44_superior,139,265,265,16.803012072741105,3630,16.803012072741105,3630,0.0,,submissions/biohack44_superior_onnx/task139.onnx
biohack44_superior,140,265,265,19.070410856610106,376,19.09191706183107,368,-0.02150620522096247,,submissions/biohack44_superior_onnx/task140.onnx
biohack44_superior,141,265,265,15.33103297180142,15819,15.33103297180142,15819,0.0,,submissions/biohack44_superior_onnx/task141.onnx
biohack44_superior,142,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task142.onnx
biohack44_superior,143,266,266,15.12486048297936,19441,15.12486048297936,19441,0.0,,submissions/biohack44_superior_onnx/task143.onnx
biohack44_superior,144,267,267,18.333043207570793,786,18.35231162643667,771,-0.01926841886587738,,submissions/biohack44_superior_onnx/task144.onnx
biohack44_superior,145,267,267,13.847226946929018,69757,13.847226946929018,69757,0.0,,submissions/biohack44_superior_onnx/task145.onnx
biohack44_superior,146,267,267,17.27865138738205,2256,17.27865138738205,2256,0.0,,submissions/biohack44_superior_onnx/task146.onnx
biohack44_superior,147,267,267,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task147.onnx
biohack44_superior,148,266,266,14.99988495388028,22029,14.99988495388028,22029,0.0,,submissions/biohack44_superior_onnx/task148.onnx
biohack44_superior,149,267,267,16.45538621300777,5139,19.85833644349734,171,-3.4029502304895693,,submissions/biohack44_superior_onnx/task149.onnx
biohack44_superior,150,266,266,18.078341815848873,1014,18.27616755917879,832,-0.19782574332991842,,submissions/biohack44_superior_onnx/task150.onnx
biohack44_superior,151,266,266,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task151.onnx
biohack44_superior,152,267,267,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task152.onnx
biohack44_superior,153,265,265,15.056186575992307,20823,15.056186575992307,20823,0.0,,submissions/biohack44_superior_onnx/task153.onnx
biohack44_superior,154,266,266,14.27290734254795,45574,14.322200112486419,43382,-0.04929276993846976,,submissions/biohack44_superior_onnx/task154.onnx
biohack44_superior,155,266,266,18.078341815848873,1014,18.27616755917879,832,-0.19782574332991842,,submissions/biohack44_superior_onnx/task155.onnx
biohack44_superior,156,265,265,14.81313964660019,26552,14.82454063746774,26251,-0.011400990867549865,,submissions/biohack44_superior_onnx/task156.onnx
biohack44_superior,157,265,265,10.28397408971704,2460871,13.779460989086141,74648,-3.4954868993691015,,submissions/biohack44_superior_onnx/task157.onnx
biohack44_superior,158,266,266,11.947690056279944,466172,12.838380935224132,191304,-0.8906908789441879,,submissions/biohack44_superior_onnx/task158.onnx
biohack44_superior,159,265,265,13.597994922615115,89501,13.597994922615115,89501,0.0,,submissions/biohack44_superior_onnx/task159.onnx
biohack44_superior,160,265,265,16.56923653658215,4586,16.56923653658215,4586,0.0,,submissions/biohack44_superior_onnx/task160.onnx
biohack44_superior,161,266,266,13.178061591876162,136208,13.923426777221719,64639,-0.7453651853455572,,submissions/biohack44_superior_onnx/task161.onnx
biohack44_superior,162,266,266,13.944501582071068,63291,13.944501582071068,63291,0.0,,submissions/biohack44_superior_onnx/task162.onnx
biohack44_superior,163,267,267,14.910655480935679,24085,14.916318151686092,23949,-0.005662670750412602,,submissions/biohack44_superior_onnx/task163.onnx
biohack44_superior,164,267,267,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task164.onnx
biohack44_superior,165,265,265,13.87976163077872,67524,13.87976163077872,67524,0.0,,submissions/biohack44_superior_onnx/task165.onnx
biohack44_superior,166,266,266,14.881844714630706,24789,14.881844714630706,24789,0.0,,submissions/biohack44_superior_onnx/task166.onnx
biohack44_superior,167,268,268,18.470581161737776,685,18.470581161737776,685,0.0,,submissions/biohack44_superior_onnx/task167.onnx
biohack44_superior,168,265,265,15.071673504116953,20503,15.076562772156251,20403,-0.004889268039297789,,submissions/biohack44_superior_onnx/task168.onnx
biohack44_superior,169,266,266,14.928754764230396,23653,14.929769949800432,23629,-0.0010151855700364365,,submissions/biohack44_superior_onnx/task169.onnx
biohack44_superior,170,266,266,13.683941363265761,82130,13.728331141770909,78564,-0.04438977850514725,,submissions/biohack44_superior_onnx/task170.onnx
biohack44_superior,171,54,54,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task171.onnx
biohack44_superior,172,267,267,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task172.onnx
biohack44_superior,173,266,266,12.926071138839562,175243,12.926071138839562,175243,0.0,,submissions/biohack44_superior_onnx/task173.onnx
biohack44_superior,174,266,266,14.140635684557754,52019,14.140635684557754,52019,0.0,,submissions/biohack44_superior_onnx/task174.onnx
biohack44_superior,175,266,266,13.619909027688353,87561,13.61923543863211,87620,0.0006735890562428182,,submissions/biohack44_superior_onnx/task175.onnx
biohack44_superior,176,25,25,16.022853515191528,7920,16.022853515191528,7920,0.0,,submissions/biohack44_superior_onnx/task176.onnx
biohack44_superior,177,265,265,13.778697696714815,74705,14.000804371943152,59826,-0.22210667522833738,,submissions/biohack44_superior_onnx/task177.onnx
biohack44_superior,178,268,268,14.713599743826219,29331,14.715374185513443,29279,-0.001774441687224737,,submissions/biohack44_superior_onnx/task178.onnx
biohack44_superior,179,267,267,25.0,0,25.0,0,0.0,,submissions/biohack44_superior_onnx/task179.onnx
biohack44_superior,180,268,268,16.084030688626395,7450,16.084030688626395,7450,0.0,,submissions/biohack44_superior_onnx/task180.onnx
biohack44_superior,181,266,266,17.91493570604745,1194,17.91493570604745,1194,0.0,,submissions/biohack44_superior_onnx/task181.onnx
biohack44_superior,182,267,267,12.76537877106541,205792,14.229685106325308,47587,-1.4643063352598968,,submissions/biohack44_superior_onnx/task182.onnx
biohack44_superior,183,265,265,14.87826084223009,24878,14.87922601563406,24854,-0.0009651734039710647,,submissions/biohack44_superior_onnx/task183.onnx
biohack44_superior,184,0,266,0.0,,14.432407952356657,38855,-14.432407952356657,"Traceback (most recent call last): |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 286, in score_onnx |     output = session.run([""output""], {""input"": encode_grid(example[""input""])})[0] |                                                ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^ |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 57, in encode_grid |     out[0, color, row, col] = 1.0 |     ~~~^^^^^^^^^^^^^^^^^^^^ | IndexError: index 30 is out of bounds for axis 2 with size 30",submissions/biohack44_superior_onnx/task184.onnx
biohack44_superior,185,267,267,14.00485763936326,59584,14.00485763936326,59584,0.0,,submissions/biohack44_superior_onnx/task185.onnx
biohack44_superior,186,267,267,18.547951045562776,634,19.113895968549844,360,-0.5659449229870681,,submissions/biohack44_superior_onnx/task186.onnx
biohack44_superior,187,266,266,13.435307852707972,105313,13.435307852707972,105313,0.0,,submissions/biohack44_superior_onnx/task187.onnx
biohack44_superior,188,266,266,15.725371138141455,10664,15.725371138141455,10664,0.0,,submissions/biohack44_superior_onnx/task188.onnx
biohack44_superior,189,266,266,14.886089460559042,24684,14.887508389303385,24649,-0.0014189287443429066,,submissions/biohack44_superior_onnx/task189.onnx
biohack44_superior,190,266,266,15.675973863620001,11204,15.675973863620001,11204,0.0,,submissions/biohack44_superior_onnx/task190.onnx
biohack44_superior,191,227,267,13.638839729058745,85919,11.553610084813071,691342,2.0852296442456737,,submissions/biohack44_superior_onnx/task191.onnx
biohack44_superior,192,265,265,14.093402023637157,54535,14.566825816056962,33968,-0.4734237924198048,,submissions/biohack44_superior_onnx/task192.onnx
biohack44_superior,193,266,266,14.109558240338645,53661,14.109558240338645,53661,0.0,,submissions/biohack44_superior_onnx/task193.onnx
biohack44_superior,194,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task194.onnx
biohack44_superior,195,265,265,15.436962585454308,14229,15.436962585454308,14229,0.0,,submissions/biohack44_superior_onnx/task195.onnx
