source_index,source_label,contract_name,passed,skipped,reason,input_shape,expected_shape,actual_shape,mismatch_count,rule_label
7,ex7,task366_swap_panels,True,False,ok,"(24, 11)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
7,ex7,task366_transpose,True,False,ok,"(11, 24)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
7,ex7,task366_mirror_each_panel_lr,True,False,ok,"(24, 11)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
7,ex7,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(24, 11)","(12, 11)",,,
7,ex7,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(24, 11)","(12, 11)",,,
8,ex8,original,False,True,"input_shape_exceeds_limit:(15, 32)>(30, 30)","(15, 32)","(15, 16)",,,
8,ex8,task366_color_bijection,True,False,ok,"(15, 32)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
8,ex8,task366_swap_panels,True,False,ok,"(15, 32)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
8,ex8,task366_transpose,True,False,ok,"(32, 15)","(16, 15)","(16, 15)",0,bounded_rectangles_max7
8,ex8,task366_mirror_each_panel_lr,True,False,ok,"(15, 32)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
8,ex8,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(15, 32)","(15, 16)",,,
8,ex8,task366_shift_panels_up_left,True,False,ok,"(15, 32)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
9,ex9,original,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
9,ex9,task366_color_bijection,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
9,ex9,task366_swap_panels,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
9,ex9,task366_transpose,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
9,ex9,task366_mirror_each_panel_lr,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
9,ex9,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(12, 26)","(12, 13)",,,
9,ex9,task366_shift_panels_up_left,False,True,output_would_clip,"(12, 26)","(12, 13)",,,
10,ex10,original,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
10,ex10,task366_color_bijection,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
10,ex10,task366_swap_panels,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
10,ex10,task366_transpose,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
10,ex10,task366_mirror_each_panel_lr,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
10,ex10,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(15, 28)","(15, 14)",,,
10,ex10,task366_shift_panels_up_left,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
11,ex11,original,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
11,ex11,task366_color_bijection,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
11,ex11,task366_swap_panels,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
11,ex11,task366_transpose,True,False,ok,"(12, 20)","(12, 10)","(12, 10)",0,bounded_rectangles_max7
11,ex11,task366_mirror_each_panel_lr,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
11,ex11,task366_shift_panels_down_right,False,True,output_would_clip,"(20, 12)","(10, 12)",,,
11,ex11,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(20, 12)","(10, 12)",,,
12,ex12,original,True,False,ok,"(13, 24)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
12,ex12,task366_color_bijection,True,False,ok,"(13, 24)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
12,ex12,task366_swap_panels,True,False,ok,"(13, 24)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
12,ex12,task366_transpose,True,False,ok,"(24, 13)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
12,ex12,task366_mirror_each_panel_lr,True,False,ok,"(13, 24)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
12,ex12,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(13, 24)","(13, 12)",,,
12,ex12,task366_shift_panels_up_left,True,False,ok,"(13, 24)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
13,ex13,original,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
13,ex13,task366_color_bijection,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
13,ex13,task366_swap_panels,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
13,ex13,task366_transpose,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
13,ex13,task366_mirror_each_panel_lr,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
13,ex13,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(20, 10)","(10, 10)",,,
13,ex13,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(20, 10)","(10, 10)",,,
14,ex14,original,True,False,ok,"(24, 11)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
14,ex14,task366_color_bijection,True,False,ok,"(24, 11)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
14,ex14,task366_swap_panels,True,False,ok,"(24, 11)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
14,ex14,task366_transpose,True,False,ok,"(11, 24)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
14,ex14,task366_mirror_each_panel_lr,True,False,ok,"(24, 11)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
14,ex14,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(24, 11)","(12, 11)",,,
14,ex14,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(24, 11)","(12, 11)",,,
15,ex15,original,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
15,ex15,task366_color_bijection,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
15,ex15,task366_swap_panels,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
15,ex15,task366_transpose,True,False,ok,"(12, 20)","(12, 10)","(12, 10)",0,bounded_rectangles_max7
15,ex15,task366_mirror_each_panel_lr,True,False,ok,"(20, 12)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
15,ex15,task366_shift_panels_down_right,False,True,output_would_clip,"(20, 12)","(10, 12)",,,
15,ex15,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(20, 12)","(10, 12)",,,
16,ex16,original,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
16,ex16,task366_color_bijection,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
16,ex16,task366_swap_panels,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
16,ex16,task366_transpose,True,False,ok,"(14, 24)","(14, 12)","(14, 12)",0,bounded_rectangles_max7
16,ex16,task366_mirror_each_panel_lr,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
16,ex16,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(24, 14)","(12, 14)",,,
16,ex16,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(24, 14)","(12, 14)",,,
17,ex17,original,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
17,ex17,task366_color_bijection,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
17,ex17,task366_swap_panels,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
17,ex17,task366_transpose,True,False,ok,"(11, 20)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
17,ex17,task366_mirror_each_panel_lr,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
17,ex17,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(20, 11)","(10, 11)",,,
17,ex17,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(20, 11)","(10, 11)",,,
18,ex18,original,False,True,"input_shape_exceeds_limit:(15, 34)>(30, 30)","(15, 34)","(15, 17)",,,
18,ex18,task366_color_bijection,True,False,ok,"(15, 34)","(15, 17)","(15, 17)",0,bounded_rectangles_max7
18,ex18,task366_swap_panels,True,False,ok,"(15, 34)","(15, 17)","(15, 17)",0,bounded_rectangles_max7
18,ex18,task366_transpose,True,False,ok,"(34, 15)","(17, 15)","(17, 15)",0,bounded_rectangles_max7
18,ex18,task366_mirror_each_panel_lr,True,False,ok,"(15, 34)","(15, 17)","(15, 17)",0,bounded_rectangles_max7
18,ex18,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(15, 34)","(15, 17)",,,
18,ex18,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(15, 34)","(15, 17)",,,
19,ex19,original,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
19,ex19,task366_color_bijection,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
19,ex19,task366_swap_panels,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
19,ex19,task366_transpose,True,False,ok,"(30, 13)","(15, 13)","(15, 13)",0,bounded_rectangles_max7
19,ex19,task366_mirror_each_panel_lr,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
19,ex19,task366_shift_panels_down_right,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
19,ex19,task366_shift_panels_up_left,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
20,ex20,original,True,False,ok,"(10, 22)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
20,ex20,task366_color_bijection,True,False,ok,"(10, 22)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
20,ex20,task366_swap_panels,True,False,ok,"(10, 22)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
20,ex20,task366_transpose,True,False,ok,"(22, 10)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
20,ex20,task366_mirror_each_panel_lr,True,False,ok,"(10, 22)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
20,ex20,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(10, 22)","(10, 11)",,,
20,ex20,task366_shift_panels_up_left,True,False,ok,"(10, 22)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
21,ex21,original,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
21,ex21,task366_color_bijection,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
21,ex21,task366_swap_panels,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
21,ex21,task366_transpose,True,False,ok,"(14, 24)","(14, 12)","(14, 12)",0,bounded_rectangles_max7
21,ex21,task366_mirror_each_panel_lr,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
21,ex21,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(24, 14)","(12, 14)",,,
21,ex21,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(24, 14)","(12, 14)",,,
22,ex22,original,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
22,ex22,task366_color_bijection,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
22,ex22,task366_swap_panels,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
22,ex22,task366_transpose,True,False,ok,"(15, 26)","(15, 13)","(15, 13)",0,bounded_rectangles_max7
22,ex22,task366_mirror_each_panel_lr,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
22,ex22,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(26, 15)","(13, 15)",,,
22,ex22,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(26, 15)","(13, 15)",,,
23,ex23,original,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
23,ex23,task366_color_bijection,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
23,ex23,task366_swap_panels,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
23,ex23,task366_transpose,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
23,ex23,task366_mirror_each_panel_lr,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
23,ex23,task366_shift_panels_down_right,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
23,ex23,task366_shift_panels_up_left,False,True,output_would_clip,"(10, 20)","(10, 10)",,,
24,ex24,original,True,False,ok,"(11, 24)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
24,ex24,task366_color_bijection,True,False,ok,"(11, 24)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
24,ex24,task366_swap_panels,True,False,ok,"(11, 24)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
24,ex24,task366_transpose,True,False,ok,"(24, 11)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
24,ex24,task366_mirror_each_panel_lr,True,False,ok,"(11, 24)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
24,ex24,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(11, 24)","(11, 12)",,,
24,ex24,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(11, 24)","(11, 12)",,,
25,ex25,original,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
25,ex25,task366_color_bijection,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
25,ex25,task366_swap_panels,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
25,ex25,task366_transpose,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
25,ex25,task366_mirror_each_panel_lr,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
25,ex25,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(28, 15)","(14, 15)",,,
25,ex25,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(28, 15)","(14, 15)",,,
26,ex26,original,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
26,ex26,task366_color_bijection,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
26,ex26,task366_swap_panels,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
26,ex26,task366_transpose,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
26,ex26,task366_mirror_each_panel_lr,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
26,ex26,task366_shift_panels_down_right,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
26,ex26,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(15, 28)","(15, 14)",,,
27,ex27,original,True,False,ok,"(24, 13)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
27,ex27,task366_color_bijection,True,False,ok,"(24, 13)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
27,ex27,task366_swap_panels,True,False,ok,"(24, 13)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
27,ex27,task366_transpose,True,False,ok,"(13, 24)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
27,ex27,task366_mirror_each_panel_lr,True,False,ok,"(24, 13)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
27,ex27,task366_shift_panels_down_right,True,False,ok,"(24, 13)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
27,ex27,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(24, 13)","(12, 13)",,,
28,ex28,original,True,False,ok,"(28, 14)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
28,ex28,task366_color_bijection,True,False,ok,"(28, 14)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
28,ex28,task366_swap_panels,True,False,ok,"(28, 14)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
28,ex28,task366_transpose,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
28,ex28,task366_mirror_each_panel_lr,True,False,ok,"(28, 14)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
28,ex28,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(28, 14)","(14, 14)",,,
28,ex28,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(28, 14)","(14, 14)",,,
29,ex29,original,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
29,ex29,task366_color_bijection,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
29,ex29,task366_swap_panels,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
29,ex29,task366_transpose,True,False,ok,"(28, 14)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
29,ex29,task366_mirror_each_panel_lr,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
29,ex29,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(14, 28)","(14, 14)",,,
29,ex29,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(14, 28)","(14, 14)",,,
30,ex30,original,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
30,ex30,task366_color_bijection,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
30,ex30,task366_swap_panels,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
30,ex30,task366_transpose,True,False,ok,"(12, 22)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
30,ex30,task366_mirror_each_panel_lr,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
30,ex30,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(22, 12)","(11, 12)",,,
30,ex30,task366_shift_panels_up_left,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
31,ex31,original,True,False,ok,"(30, 15)","(15, 15)","(15, 15)",0,bounded_rectangles_max7
31,ex31,task366_color_bijection,True,False,ok,"(30, 15)","(15, 15)","(15, 15)",0,bounded_rectangles_max7
31,ex31,task366_swap_panels,True,False,ok,"(30, 15)","(15, 15)","(15, 15)",0,bounded_rectangles_max7
31,ex31,task366_transpose,True,False,ok,"(15, 30)","(15, 15)","(15, 15)",0,bounded_rectangles_max7
31,ex31,task366_mirror_each_panel_lr,True,False,ok,"(30, 15)","(15, 15)","(15, 15)",0,bounded_rectangles_max7
31,ex31,task366_shift_panels_down_right,True,False,ok,"(30, 15)","(15, 15)","(15, 15)",0,bounded_rectangles_max7
31,ex31,task366_shift_panels_up_left,True,False,ok,"(30, 15)","(15, 15)","(15, 15)",0,bounded_rectangles_max7
32,ex32,original,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
32,ex32,task366_color_bijection,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
32,ex32,task366_swap_panels,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
32,ex32,task366_transpose,True,False,ok,"(28, 12)","(14, 12)","(14, 12)",0,bounded_rectangles_max7
32,ex32,task366_mirror_each_panel_lr,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
32,ex32,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(12, 28)","(12, 14)",,,
32,ex32,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(12, 28)","(12, 14)",,,
33,ex33,original,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
33,ex33,task366_color_bijection,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
33,ex33,task366_swap_panels,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
33,ex33,task366_transpose,True,False,ok,"(13, 22)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
33,ex33,task366_mirror_each_panel_lr,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
33,ex33,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(22, 13)","(11, 13)",,,
33,ex33,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(22, 13)","(11, 13)",,,
34,ex34,original,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
34,ex34,task366_color_bijection,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
34,ex34,task366_swap_panels,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
34,ex34,task366_transpose,True,False,ok,"(11, 22)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
34,ex34,task366_mirror_each_panel_lr,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
34,ex34,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(22, 11)","(11, 11)",,,
34,ex34,task366_shift_panels_up_left,False,True,output_would_clip,"(22, 11)","(11, 11)",,,
35,ex35,original,False,True,"input_shape_exceeds_limit:(15, 32)>(30, 30)","(15, 32)","(15, 16)",,,
